Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SRR13675792_2										5.12396694214876	0.0	0.0	0.0	0.0	0.0	0.0
SRR13675793_1										2.6822627810829887	1.5387718059897146	1.3391146516083494	0.0	28.2807300594938	0.0	59.1549863870122
SRR13675793_2										3.456690531410709	0.9801351215085207	0.0	0.0	28.264596148028637	0.0	59.1549863870122
SRR13675794_1										4.907415946796192	3.2176416940781047	13.849180731039995	7.828911637820611	38.2766147130253	21.118591615686515	0.0
SRR13675794_2										5.691331837232418	4.282332687755542	12.652299998975272	21.70780944183139	34.70134341664361	9.273776220193264	0.0
SRR13675795_1										4.53257790368272	2.4756325923080618	13.181927305900995	4.302107840783599	65.12699860757671	0.0	0.0
SRR13675795_2										6.535746867047583	3.0585297930570894	12.60575214865319	10.500792240841216	56.09257214193115	0.0	0.0
SRR13675796_1										4.773856433099195	3.138598595168751	7.398492376220661	9.486037347952715	54.542573239677914	9.916909371252355	0.0
SRR13675796_2										3.9686482782251153	3.4701045057392492	14.36782593798184	13.575466849408944	52.991262634915195	0.0	0.0
SRR13675797_1										4.211511055544384	2.349248537730488	10.282661723947996	7.214737228638625	28.70682042718379	29.373912587320877	8.896893606232021
SRR13675797_2										5.428538954510085	3.564527833393077	9.01230142423739	8.367941107040751	53.988126983571874	9.190658961154778	0.0
SRR13675798_1										4.206228470510063	0.8524366573991502	3.37914633933099	0.44414135585514697	2.2941474759132	30.537341097064118	52.62200772875902
SRR13675798_2										3.1736872475476052	1.0010666386892584	3.7550927625942054	0.0	2.2941474759132	22.897760058752556	59.8602878175873
SRR13675799_1										5.672166468220219	2.7635085331972555	13.115609230594771	10.931564324998583	42.311050632193684	14.017123093496625	0.0
SRR13675799_2										5.266201734988943	5.038271814934513	10.793218801383455	8.576288484436128	58.41923229574191	0.0	0.0
SRR13675800_1										5.442228006051096	3.3844795023819145	19.739351856201903	16.179165061497553	44.185216157554	0.0	0.0
SRR13675800_2										5.80679714734043	2.4589624813252273	33.33082770349629	27.285369314177792	19.20847153447903	0.0	0.0
SRR13675801_1										6.576359832635983	4.912133891213389	20.934100418410043	12.974895397489538	42.39853556485356	0.0	0.0
SRR13675801_2										6.186192468619247	7.086820083682007	26.50418410041841	23.194560669456067	25.67782426778243	0.0	0.0
SRR13675802_1										6.745726622109186	6.002444746751839	21.20620650223773	14.379645511720984	28.679442440014984	10.72829794365253	0.0
SRR13675802_2										7.463378087971452	8.286508546755782	26.27609865736086	26.57774886141835	19.57966128428067	0.0	0.0
SRR13675803_1										1.713734550593302	0.34768174782979294	2.754536686032166	0.0	0.0	0.0	90.67539983401001
SRR13675803_2										0.6729324151544379	0.3768421524864853	2.465175747515758	0.0	0.0	0.0	90.67539983401001
SRR13675804_1										8.86092304511861	5.793581063620859	21.507571450720967	13.310765414233295	9.889399968990647	0.0	26.585353248229882
SRR13675804_2										10.966975037469636	16.217892397539924	17.499612383068893	12.690578324461214	0.0	0.0	26.585353248229882
SRR13675805_1										4.796008722143556	2.497279206113302	8.407350629390816	9.724253878350282	33.04740617649468	15.63354514567462	17.33194465573668
SRR13675805_2										5.182185918965201	2.0525903128035297	12.772323187405163	14.373983359273518	35.93086257942963	17.63854594533447	0.0
SRR13675806_1										6.28848457830654	4.843832715722605	20.60544426179265	15.67663202474158	40.43074865565183	0.0	0.0
SRR13675806_2										5.1962887631996875	6.625616449806358	37.31018918391798	18.698280906076732	18.543646039397064	0.0	0.0
SRR13675807_1										6.584716055153073	4.014956765599439	18.52488899275532	13.271325075952326	44.40383267118486	0.0	0.0
SRR13675807_2										6.914699696190699	4.017761159149334	26.10422996027109	20.639401729376022	28.316896471138115	0.0	0.0
SRR13675808_1										5.525636225748543	2.9519338766811622	13.05474757365435	11.10407126880358	56.12226286131191	0.0	0.0
SRR13675808_2										4.260384567385691	3.604719254288704	23.814186562221007	37.2855648033484	20.03187128608319	0.0	0.0
SRR13675809_1										5.618912679461393	3.4450642543620638	12.04434888582837	16.66451990052216	21.603733391461155	29.6580696939372	0.0
SRR13675809_2										5.828965489908548	4.720243344199273	18.69866339037126	18.641196112041378	41.227818125972234	0.0	0.0
SRR13675810_1										5.639744176552816	2.5285450969234384	3.4452045474225907	0.0	34.26648688100746	43.06443831413833	0.0
SRR13675810_2										5.413362692826305	0.8424360132117719	4.485569726734044	0.0	68.48101735591375	9.282877890075088	0.0
SRR13675811_1										5.453167947001198	2.8023468884347027	12.383712735217422	15.508492494185635	52.71865529635633	0.0	0.0
SRR13675811_2										5.352738036507153	4.383677496652337	14.034639509479174	38.7086827824371	24.118154908732116	0.0	0.0
SRR13675812_1										8.340876132636478	6.191908279560473	20.711066989790456	12.215441813386278	37.47846652457006	0.0	0.0
SRR13675812_2										10.172559782767381	5.970977254810359	25.080050999055935	29.01301254537845	15.120636125628973	0.0	0.0
SRR13675813_1										8.878231731685574	7.773576398495702	17.010462459139024	14.32567862522672	31.141443020074394	0.0	0.0
SRR13675813_2										8.421203643927983	7.230471271788251	24.46124996157275	26.1961121870741	16.83113529466015	0.0	0.0
SRR13675814_1										8.08128256121814	4.308146557509059	15.282268395944412	11.793413940776711	36.47832505703932	6.591549639462671	0.0
SRR13675814_2										6.775173558155709	6.105342784983102	16.725027757103987	30.00268420346262	25.753712131379558	0.0	0.0
SRR13675815_1										3.4397646268980906	2.2628991173508677	2.9717828722627013	0.0	0.0	0.0	81.93234997926663
SRR13675815_2										3.816914479789902	0.34160693481823745	4.543569693738522	0.0	0.0	0.0	81.93234997926663
SRR13675816_1										6.509257242430842	3.887606186016118	7.756044434763668	2.61642343715966	20.74319320409497	11.201045523851013	34.276628185580485
SRR13675816_2										7.846656501851449	2.0980178610324547	10.276628185580483	0.0	16.611631452842516	50.74711391853627	0.0
SRR13675817_1										7.926635140276904	3.9710826907696015	20.954954535218704	14.654335655104402	32.858107950707016	0.0	0.0
SRR13675817_2										9.110039524464012	5.7291060016617354	17.393093701710658	22.494777956375554	30.72891187364596	0.0	0.0
SRR13675818_1										7.185841203740447	3.3067381266952696	14.224622897399147	13.085495263750063	32.76439199062554	12.810984178264137	0.0
SRR13675818_2										6.906194706791348	5.04344091242256	14.447779868253352	12.78250598742291	44.95352452625829	2.3459493274945262	0.0
SRR13675819_1										5.8768770975723275	3.8117635530731735	17.394233360280246	14.798755542490385	46.31562186129688	0.0	0.0
SRR13675819_2										4.4388917468949805	3.940373827196786	43.60010778765832	12.260846133117758	23.04206168393719	0.0	0.0
SRR13675820_1										4.417653505840841	2.580127776738218	5.033548076666043	2.8928867384853914	9.508941698521745	12.591622336870806	52.71886444438504
SRR13675820_2										4.4572161779250985	1.1163089096206795	5.386938971905156	3.2521585714667594	7.383784650752492	12.472399689914191	56.17792509823839
SRR13675821_1										5.8838732494949975	3.0266137972780878	5.909718490909956	4.869787592923845	16.05805657387318	17.967883886852253	33.545082942820805
SRR13675821_2										7.155731182283767	1.5364315883261126	6.693237388542396	7.786899183154344	11.84732263703079	38.826353984588074	13.932625536458792
SRR13675822_1										6.982430419257963	3.290217314195181	12.793870746529832	11.233181205514436	32.98682872614628	17.088604601669466	0.0
SRR13675822_2										6.168034240582657	3.635460758116768	16.386294308212538	9.58405259050817	36.461018231691455	15.458866371869753	0.0
SRR13675823_1										9.74165850719289	4.707388717330723	14.842208330195076	9.36205468102734	37.85945620245537	0.0	0.0
SRR13675823_2										10.60179257362356	6.63402877155984	14.446787677939293	13.347141673570837	31.431046170068537	0.0	0.0
SRR13675824_1										1.5184081546252421	0.8141598684317652	1.6307622164688258	0.0	0.0	0.0	89.64307231367951
SRR13675824_2										1.2285672414635338	0.08630094605376712	2.188461726344585	0.0	0.0	0.0	89.64307231367951
SRR13675825_1										6.131060731424789	3.2516961773953335	20.103839152738708	19.464669865960616	10.348750620552707	0.0	21.564206519940427
SRR13675825_2										6.92123117656793	1.034254509349661	22.28818467648519	11.107893430415357	19.044762535164654	0.0	21.564206519940427
SRR13675826_1										7.829878221940096	3.150527036733876	11.045554015000919	10.522693483453887	28.92270684730134	19.355194360456377	3.8651587792125355
SRR13675826_2										6.442376760269282	3.852463124133438	14.444648614336067	13.655513422314284	33.58268045370262	14.49944038888796	0.0
SRR13675827_1										8.482452184815724	3.4892161499290606	15.59286429176336	13.211178689660482	30.458739812808638	11.4767440581591	0.0
SRR13675827_2										7.952883208869042	4.614893921230052	20.405178007764814	12.629367706740869	39.00388240599189	0.0	0.0
SRR13675828_1										4.627543764708843	3.1273990359808206	4.7062006821127875	3.149422972853925	7.228256081752854	23.665664053159492	42.78999232308486
SRR13675828_2										4.552033124001057	1.6335468606451125	6.407077864055677	1.7096867566921308	7.289923104997547	32.96794573301954	35.663046350948285
SRR13675829_1										6.509070195425466	2.7918967078549937	9.818742149388017	6.110332135658575	19.533052902170418	31.958928519265033	9.2695644553501
SRR13675829_2										5.92849005345719	1.4518154996640669	10.99450822305962	2.5852247831040223	30.082084538310987	36.228200858820436	0.0
SRR13675830_1										6.093285067187233	3.522354680363133	22.03248488524155	14.27041676932699	41.76790553986695	0.0	0.0
SRR13675830_2										6.021264901540852	2.2184106286602354	36.33891173739173	29.94522676875841	13.61465420844152	0.0	0.0
SRR13675831_1										7.859691628140785	3.1034965841759585	12.43335228724237	11.159732008207866	25.65988446356317	19.951873552704228	4.247323790452175
SRR13675831_2										5.84604481363363	2.287654412552432	15.62420166959216	19.033845088877353	41.49093096656695	2.060619545600633	0.0
SRR13675832_1										7.856250312390663	3.6402259209276755	14.332983455790474	13.141400509821564	37.29244764332484	6.60268905882941	0.0
SRR13675832_2										6.598690458339582	3.0254410956165345	17.133003448792923	30.92467636327286	26.489228769930524	0.0	0.0
SRR13675833_1										2.049639294736568	1.3725030601349064	3.3856811730083076	0.39716644529520534	0.0	0.0	85.1153735968956
SRR13675833_2										1.8549626272885902	0.5000390655519963	4.881240721931401	0.0	0.0	0.0	85.1153735968956
SRR13675834_1										6.972697304189017	3.8932472634130093	9.539288544813406	3.8846326139143823	6.266870355268145	12.514214171672736	44.57219650589816
SRR13675834_2										6.950299215492587	3.0289107637173935	7.545858650831026	9.412366042200295	0.0	9.483580478055616	52.25186937894121
SRR13675835_1										7.186514099691645	2.859171689725723	10.95421369536106	8.461111957744698	44.50976132498516	11.033004659366883	0.0
SRR13675835_2										5.29942187535464	2.8967838371523715	10.882231827010061	18.03113377927506	46.16664126765907	3.356559915178123	0.0
SRR13675836_1										6.514643930353266	2.94927463300312	9.938390533565297	10.731693289816107	35.86540811778407	19.2268982473293	0.0
SRR13675836_2										4.970812784862906	3.419433221664678	13.077813403114261	7.763727336774454	57.25906169573407	0.0	0.0
SRR13675837_1										5.622424974171946	2.396096540907903	6.93125381197177	7.6239435392524175	25.32393980507599	15.677317367654563	22.713750482331122
SRR13675837_2										5.017488392934938	1.908164154395748	5.601264641083409	5.0224672948381235	47.828576407473335	0.0	22.713750482331122
SRR13675838_1										6.856301679462834	3.056852197420336	7.510246966952505	2.5501130039346167	42.95243984524207	15.186853237165982	6.53890564034651
SRR13675838_2										5.431850145290773	3.5931420566168866	4.257484800560368	1.0134783869714399	53.73679112604454	19.464038481533567	0.0
SRR13675839_1										8.267411259751245	3.496741752561171	12.581064569692032	11.208449512829349	40.698721764466306	6.346141796422193	0.0
SRR13675839_2										5.365534634543689	2.8658479275666533	20.20387543469407	12.50430777906576	43.221513831886966	0.0	0.0
SRR13675840_1										7.4799192474550065	2.9779648640522316	13.816416820583308	14.111507237661613	38.94291482324642	5.691336282805722	0.0
SRR13675840_2										5.732571624930201	1.6292255487307246	18.60787766848503	12.447059834199562	47.28104462866715	0.0	0.0
SRR13675841_1										6.018051139873733	4.26115388672081	15.976313529314268	7.340997785043772	4.001988940286588	0.0	52.93142676330104
SRR13675841_2										5.835731613603146	3.8935012882908673	21.108382177889613	6.555969081019181	0.0	0.0	52.93142676330104
SRR13675842_1										1.1295143418597355	0.6275079676998531	2.101326023415955	0.4665026338821276	0.0	0.0	89.65107254322375
SRR13675842_2										1.043644830490282	0.32283633601400336	2.6330564592037256	0.0	0.0	0.0	89.65107254322375
SRR13675843_1										5.665592969141362	2.9314278446711812	7.247588073911226	2.7082095033911022	12.045225074168187	3.6766137258515386	55.61978129793679
SRR13675843_2										5.792256400007267	2.737539355210461	8.561461612934206	3.923711238524371	4.594664043418563	38.60924591134079	24.647976889114993
SRR13675844_1										7.840694277367246	3.2637337457753337	16.549712627217353	15.225029119169006	36.19178553015982	2.7920986805674897	0.0
SRR13675844_2										5.9030761299192305	3.782150426762903	21.446984017872488	21.991655687307862	32.47026025854003	0.0	0.0
SRR13675845_1										7.7002445892339635	3.598544796826506	13.482005220644153	14.195219205393295	39.14249892092985	4.769695599449161	0.0
SRR13675845_2										5.766139806383984	3.8706760117567263	17.882967134606293	19.916551908412636	37.93147390705609	0.0	0.0
SRR13675846_1										5.669082503752683	3.359456298520108	8.43455598633379	4.305224286069492	19.25977769387323	11.077549291364686	34.884748915636024
SRR13675846_2										6.173737671403181	1.7276151359714151	10.583944966801425	3.434049489358959	12.291300223779572	53.016419711020454	0.0
SRR13675847_1										6.134561594119143	3.036362375459442	6.334519984280727	2.9190457477056797	10.887329804202594	16.018054046556788	43.73194017429899
SRR13675847_2										5.426038512217111	4.189879562634365	6.021868281744839	0.3606185995977716	33.306363993619826	37.58235280519661	0.0
SRR13675848_1										7.899550300641706	4.027083017533222	14.23626901116669	7.3932595624273665	44.636450912030725	5.495932494568239	0.0
SRR13675848_2										5.498458895457531	5.10989843868425	13.234803698650902	19.219847405386286	42.730534081147994	0.0	0.0
SRR13675849_1										7.377584923473555	3.3265854499900147	11.662339548648305	4.801739319885982	35.50445723415458	21.43784382432506	0.0
SRR13675849_2										5.3187240145972146	3.1223333756967264	15.922130031409429	4.243450316817662	44.24326875941829	12.587828391946113	0.0
SRR13675850_1										1.5793232747076156	0.7856441389161682	2.3372913132756	0.5356664583519329	0.0	0.0	87.94214802249799
SRR13675850_2										1.3168467101151682	0.7418980448174269	2.6042317650209803	0.0	0.0	0.0	87.94214802249799
SRR13675851_1										7.447587614369831	3.177455106484781	10.03720376138816	8.5832299895517	10.567430596920193	21.066507826460565	24.164868322120125
SRR13675851_2										7.441728754308703	4.478122040055074	12.65709068538898	4.457616029841127	41.88303762364636	0.0	12.96272788524446
SRR13675852_1										7.0508754997931895	4.233650443494645	15.438209476538445	16.06691483983639	45.076520060664556	0.0	0.0
SRR13675852_2										6.9552828714554895	5.0195321476170776	24.663817271014292	36.251665977296746	15.548508663081941	0.0	0.0
SRR13675853_1										7.021374527831773	3.2520170570177607	9.225396849549039	6.808352004503905	40.088176108763214	4.723394057432394	14.659753578588195
SRR13675853_2										5.436639113217668	3.1656668555973573	13.956018456880056	9.520585203303371	33.589467557810885	20.7240483408969	0.0
SRR13675854_1										7.639392592245958	3.528861227450338	12.793467324925711	9.00255036383631	39.132876295655024	12.101359414118253	0.0
SRR13675854_2										5.967383420295281	3.461943424038934	20.438007440511008	11.251550106460142	44.81246636561455	0.0	0.0
SRR13675855_1										6.545133904769716	3.6586966328999715	9.566911372677685	8.159783455686338	16.73543042283558	14.057745150309643	26.38231554771767
SRR13675855_2										6.274863634499446	2.9007915350859204	10.74396095640405	5.250379362670713	20.11975556740352	21.626953205101916	21.157773858836073
SRR13675856_1										8.316653040511968	3.5514927687406614	7.726029714414592	5.383270840968678	22.71292041385921	29.00890868596882	8.025570184094049
SRR13675856_2										7.363761946378731	4.242197851766232	17.073806771729018	2.0199599672972286	53.08068563051507	0.0	0.0
SRR13675857_1										7.8349466531004675	3.2577546696039357	12.83639350689356	12.394403009455889	41.75713392265399	5.28801725023103	0.0
SRR13675857_2										5.56245274388821	4.320025389950433	23.89409030234577	13.964006011444146	37.7619505456039	0.0	0.0
SRR13675858_1										7.515480575265202	3.0895916339659375	15.466524824118585	10.740558605393362	46.13462329763852	0.0	0.0
SRR13675858_2										5.338164008791562	3.2602041328368845	21.146917433586577	18.290161680432753	37.175459901044746	0.0	0.0
SRR13675859_1										5.371410443201579	2.668961789725995	6.168045307139165	0.29433190769375384	0.0	14.398176434647741	61.934248249283264
SRR13675859_2										5.008929830333224	2.018611646378719	4.130634017953659	0.0	0.0	10.943742068900692	69.22674719180336
SRR13675860_1										7.543997188505312	4.043145630018112	10.366845989565029	5.681381957773512	27.711605525668404	23.876077964910383	6.2296234219134385
SRR13675860_2										7.951663918250384	4.599497174988511	9.600173015057717	6.381552269470952	57.41829093563299	0.0	0.0
SRR13675861_1										6.812345102546604	3.0755001616321254	8.215401745626954	9.631029776229303	54.5342300923099	2.256564060198987	0.0
SRR13675861_2										4.735372292661902	1.573219352753134	19.471283359074746	15.801785137028123	46.344420099852734	0.0	0.0
SRR13675862_1										6.9818473676121515	4.258098669717721	7.921924896258474	4.20857596611964	22.5268532591062	31.891767277446675	8.639150258713435
SRR13675862_2										7.214091770692805	3.801294421011288	6.634334602708379	2.5444423572806913	45.04602196075753	22.161409860141053	0.0
SRR13675863_1										6.958166418006884	5.159592589546891	15.768946113271385	10.564712239935153	49.403803907287106	0.0	0.0
SRR13675863_2										7.377559531501475	5.680015976880514	37.33421049540077	22.688345100619102	14.3004828307273	0.0	0.0
SRR13675864_1										5.286091980285276	2.0851693486089804	6.671671508306949	3.3782681071906517	2.2538107517054544	5.409581007713984	66.37943227687654
SRR13675864_2										4.55603790623538	2.5541012501224007	5.4090370031878665	2.060689144933686	2.2538107517054544	0.0	74.3082982450414
SRR13675865_1										7.351817873989086	3.7617431431068833	9.058264889084882	7.0604540550756365	33.168227169282375	15.886415358810604	8.444825929804944
SRR13675865_2										8.205435116427406	2.766381340116073	10.341053162084906	21.157738071801493	30.024647804140514	12.213656300939451	0.0
SRR13675866_1										8.143820069562516	3.621393494264976	13.330801695046906	14.314688392726143	38.416891781093845	4.7351704972080055	0.0
SRR13675866_2										5.786375758412663	3.216619054605712	27.004669146521444	17.909758602535668	30.993725564656028	0.0	0.0
SRR13675867_1										6.956014109931603	3.518788400708809	15.25180928407002	11.285461139724758	31.87362337081629	10.810989848136064	4.45075600748555
SRR13675867_2										5.670056141629266	3.6922643790470824	22.293112299819487	19.216501333156682	23.624612887733303	10.7323253233526	0.0
SRR13675868_1										5.862408029023836	2.5660326179093347	6.092293086495101	2.8006645644729256	23.790051876716507	30.028820398060557	17.875428067677078
SRR13675868_2										4.840470620147153	1.2457193232292407	8.894313904994405	0.342454141660733	27.541450513681216	35.75763740548605	11.092123554741804
SRR13675869_1										7.2949281904505785	4.0755040755040755	9.455297514999007	6.602764811720036	30.52242007465888	19.553455374350897	8.309802339653086
SRR13675869_2										6.519525922510998	3.998668177772655	14.448990568393553	0.5237647028691805	59.68228356288058	0.0	0.0
SRR13675870_1										8.043209413880978	4.173381052315995	18.193955179133564	13.501536501274172	35.20414855344026	2.439195772747714	0.0
SRR13675870_2										5.322946334882326	4.055801229201019	31.53622020686554	14.52274771398591	28.810804227252284	0.0	0.0
SRR13675871_1										8.006994061077446	2.806166028559083	14.1453880397536	14.78852009285219	31.399415151789213	5.988162350647654	5.509330439239094
SRR13675871_2										5.18022770894255	4.6199993970637	16.062223026137286	18.6332438977822	24.632460080592487	16.107945695537264	0.0
SRR13675872_1										5.228132636589272	2.4705064155325434	6.773475234321663	4.982485691863025	11.385257355052351	16.239496200447906	41.24252690950622
SRR13675872_2										5.238979384797964	1.348186997939118	9.815031040841198	3.7242628996548186	7.668650983544845	48.157647914553145	12.639013839174625
SRR13675873_1										8.508191397036509	4.8552063422763405	10.436111362535208	4.212033926280088	36.42442990325792	19.873921168784843	0.0
SRR13675873_2										7.2372869624478895	4.457483002252168	15.06024417124998	5.23003529994303	53.12242105431293	0.0	0.0
SRR13675874_1										5.870908787202893	3.0980711976653925	10.896799740599176	5.865995892820297	63.05405166399732	0.0	0.0
SRR13675874_2										8.129857624320792	2.797402061450483	10.001670384090083	30.508091537048138	33.884232556768495	0.0	0.0
SRR13675875_1										7.642455220303619	4.00368951669748	11.20026100511135	10.66455606977859	32.91081117005208	18.523709978209297	0.0
